,loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/batch_size,config/hidden_channel,config/hidden_layers,config/lr,config/lr_decay_rate,config/out_layers,config/weight_decay,logdir
0,0.3487359285354614,45.37421154975891,True,,,4,bae21_00000,35960cf43266473aaae9d62b7d354ee0,2022-11-17_10-40-36,1668652836,202.51827573776245,189117,gpu406,11.11.4.6,202.51827573776245,0,4,0.0031864643096923,72,221,9,0.00035732444464031817,0.8799191207611459,4,1.8799600489352447e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00000_0_batch_size=72,hidden_channel=221,hidden_layers=9,lr=0.0004,lr_decay_rate=0.8799,out_layers=4,weight_decay=0._2022-11-17_10-37-08"
1,0.4148577451705932,27.21732711791992,True,,,2,bae21_00001,ceb014d9604a465990e5eebf0e1d9657,2022-11-17_10-38-17,1668652697,57.68991541862488,189155,gpu406,11.11.4.6,57.68991541862488,0,2,0.0030450820922851,136,508,5,0.07138390372228914,0.9638420000433316,1,1.617696854640712e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00001_1_batch_size=136,hidden_channel=508,hidden_layers=5,lr=0.0714,lr_decay_rate=0.9638,out_layers=1,weight_decay=0_2022-11-17_10-37-13"
2,0.2663928866386413,16.46091318130493,True,,,32,bae21_00002,054f4f84b6b647c1b004edfd2435a246,2022-11-17_10-45-47,1668653147,502.8683729171753,189194,gpu406,11.11.4.6,502.8683729171753,0,32,0.0034544467926025,171,345,2,0.007299069055637928,0.9344021681235308,9,0.0005939556597247209,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00002_2_batch_size=171,hidden_channel=345,hidden_layers=2,lr=0.0073,lr_decay_rate=0.9344,out_layers=9,weight_decay=0_2022-11-17_10-37-19"
3,0.5344344973564148,46.57347583770752,True,,,2,bae21_00003,81e89b62a5624e9894e91b4ac0d78c6d,2022-11-17_10-39-09,1668652749,98.80939316749571,189256,gpu406,11.11.4.6,98.80939316749571,0,2,0.0036616325378417,40,285,4,0.03540891267864957,0.8994032221248963,9,1.3315755240085447e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00003_3_batch_size=40,hidden_channel=285,hidden_layers=4,lr=0.0354,lr_decay_rate=0.8994,out_layers=9,weight_decay=0._2022-11-17_10-37-24"
4,0.5275912880897522,50.9321231842041,True,,,2,bae21_00004,0abdcff01d134e2bb28f8c175862f62e,2022-11-17_10-39-18,1668652758,102.1080424785614,190342,gpu406,11.11.4.6,102.1080424785614,0,2,0.0033795833587646,46,452,7,0.07870055396637218,0.8638313973992867,5,0.00010356563931525731,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00004_4_batch_size=46,hidden_channel=452,hidden_layers=7,lr=0.0787,lr_decay_rate=0.8638,out_layers=5,weight_decay=0._2022-11-17_10-37-30"
5,0.4169390201568603,20.221710681915283,True,,,2,bae21_00005,88f1ba8bfff34af9a87e1551fcd837ba,2022-11-17_10-38-26,1668652706,44.29257225990296,190736,gpu406,11.11.4.6,44.29257225990296,0,2,0.0035750865936279,107,203,5,0.0015070808566800247,0.8166031715802811,2,0.0008265336194805466,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00005_5_batch_size=107,hidden_channel=203,hidden_layers=5,lr=0.0015,lr_decay_rate=0.8166,out_layers=2,weight_decay=0_2022-11-17_10-37-36"
6,0.4621683359146118,24.47562289237976,True,,,2,bae21_00006,f8a5262e1ecc41a28ebdc26472ff6650,2022-11-17_10-38-38,1668652718,50.42880916595459,191318,gpu406,11.11.4.6,50.42880916595459,0,2,0.0034520626068115,250,291,7,0.00095864427755936,0.8943204868907649,8,0.0004949987884443809,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00006_6_batch_size=250,hidden_channel=291,hidden_layers=7,lr=0.0010,lr_decay_rate=0.8943,out_layers=8,weight_decay=0_2022-11-17_10-37-42"
7,0.3408001959323883,24.607104778289795,True,,,4,bae21_00007,65344085431043cca16ac93767471207,2022-11-17_10-39-44,1668652784,111.07290244102478,191713,gpu406,11.11.4.6,111.07290244102478,0,4,0.0033867359161376,134,267,5,0.00015829440017957997,0.9311747789332914,6,9.412086374703998e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00007_7_batch_size=134,hidden_channel=267,hidden_layers=5,lr=0.0002,lr_decay_rate=0.9312,out_layers=6,weight_decay=0_2022-11-17_10-37-47"
8,0.5122827291488647,28.739044427871704,True,,,2,bae21_00008,ceb014d9604a465990e5eebf0e1d9657,2022-11-17_10-39-15,1668652755,57.90479159355164,189155,gpu406,11.11.4.6,57.90479159355164,0,2,0.0030450820922851,92,303,7,0.08726106354993514,0.8785402108615867,4,3.582638889317792e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00008_8_batch_size=92,hidden_channel=303,hidden_layers=7,lr=0.0873,lr_decay_rate=0.8785,out_layers=4,weight_decay=0._2022-11-17_10-38-17"
9,0.2667354643344879,32.99804401397705,True,,,16,bae21_00009,88f1ba8bfff34af9a87e1551fcd837ba,2022-11-17_10-47-52,1668653272,566.3062686920166,190736,gpu406,11.11.4.6,566.3062686920166,0,16,0.0035750865936279,59,119,5,0.031693091077313315,0.866796652518862,2,0.00011104158392540061,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00009_9_batch_size=59,hidden_channel=119,hidden_layers=5,lr=0.0317,lr_decay_rate=0.8668,out_layers=2,weight_decay=0._2022-11-17_10-38-26"
10,0.096339575946331,12.863216638565063,False,,,93,bae21_00010,f8a5262e1ecc41a28ebdc26472ff6650,2022-11-17_10-59-00,1668653940,1222.0742897987366,191318,gpu406,11.11.4.6,1222.0742897987366,0,93,0.0034520626068115,226,227,2,0.003209529008215901,0.927381699070774,2,4.477364104564652e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00010_10_batch_size=226,hidden_channel=227,hidden_layers=2,lr=0.0032,lr_decay_rate=0.9274,out_layers=2,weight_decay=_2022-11-17_10-38-38"
11,0.2149143517017364,47.01392817497253,True,,,8,bae21_00011,81e89b62a5624e9894e91b4ac0d78c6d,2022-11-17_10-45-24,1668653124,374.6786954402924,189256,gpu406,11.11.4.6,374.6786954402924,0,8,0.0036616325378417,60,492,8,0.0007644336202109355,0.8637440373429963,8,9.285573250971111e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00011_11_batch_size=60,hidden_channel=492,hidden_layers=8,lr=0.0008,lr_decay_rate=0.8637,out_layers=8,weight_decay=0_2022-11-17_10-39-09"
12,0.1049944758415222,40.94809603691101,True,,,64,bae21_00012,ceb014d9604a465990e5eebf0e1d9657,2022-11-17_11-30-22,1668655822,3067.432661533356,189155,gpu406,11.11.4.6,3067.432661533356,0,64,0.0030450820922851,51,148,9,0.0015351091531815401,0.8153150661988113,7,0.00017065693244266278,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00012_12_batch_size=51,hidden_channel=148,hidden_layers=9,lr=0.0015,lr_decay_rate=0.8153,out_layers=7,weight_decay=0_2022-11-17_10-39-15"
13,0.4587792158126831,23.631342887878414,True,,,2,bae21_00013,0abdcff01d134e2bb28f8c175862f62e,2022-11-17_10-40-06,1668652806,48.18242621421814,190342,gpu406,11.11.4.6,48.18242621421814,0,2,0.0033795833587646,91,87,4,0.019588732895605858,0.9794719173037899,7,0.00010367668668173757,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00013_13_batch_size=91,hidden_channel=87,hidden_layers=4,lr=0.0196,lr_decay_rate=0.9795,out_layers=7,weight_decay=0._2022-11-17_10-39-18"
14,0.471264511346817,26.35137391090393,True,,,2,bae21_00014,65344085431043cca16ac93767471207,2022-11-17_10-40-38,1668652838,53.19804000854492,191713,gpu406,11.11.4.6,53.19804000854492,0,2,0.0033867359161376,140,255,6,0.020104768587281375,0.9243432452634961,6,1.661895744644061e-05,"/public/home/hpc192311018/ray_results/tune/wrapper_bae21_00014_14_batch_size=140,hidden_channel=255,hidden_layers=6,lr=0.0201,lr_decay_rate=0.9243,out_layers=6,weight_decay=_2022-11-17_10-39-44"
